{37055,  44.22,   43.10,  313, 7,12, 1, 2, 3, 4, 5, 6, 7, 8, 0,10, 0,12}
{37259,  42.96,   47.54,  -21, 7,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{37789,  40.13,   44.47, 1113, 7,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{38064,  44.77,   65.52,  133, 7,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{38341,  42.85,   71.38,  652, 7,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{40179,  32.00,   34.82,   35,11,11, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{40706,  38.08,   46.28, 1361,11,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{40745,  36.27,   59.63,  999,11,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{40754,  35.68,   51.32, 1191,11,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{40766,  34.35,   47.15, 1319,11,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{40800,  32.52,   51.71, 1550,11,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{40809,  32.87,   59.20, 1491,11,12, 1, 2, 3, 4, 5, 6, 0, 8, 9,10,11,12}
{40841,  30.25,   56.97, 1754,11,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{40948,  34.55,   69.22, 1791,11,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{40990,  31.50,   65.85, 1010,11,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{42027,  34.08,   74.83, 1587,11,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{42101,  30.33,   76.47,  252,11,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{44212,  49.80,   92.08,  939, 8, 5, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{44231,  49.63,  100.17, 1283, 8, 6, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{44292,  47.92,  106.87, 1729, 8, 6, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{44373,  43.58,  104.42, 1465, 8,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{47401,  45.42,  141.68,   12,10, 8, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
{47412,  43.06,  141.33,   26,10, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0,10,11,12}
{47418,  42.95,  144.44,   16,10, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0,10,11,12}
{47420,  43.33,  145.58,   27,10, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0,10,11,12}
{47580,  40.71,  141.37,   39,10, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0,10,11,12}
{50527,  49.25,  119.70,  653, 8, 6, 1, 0, 3, 4, 5, 6, 7, 8, 9, 0, 0,12}
{51463,  43.78,   87.62,  919, 7,12, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12}
